birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,fullName,height,isInHallOfFameYn,lastName,nationalityCode,playerId,catches,weight,seasonId,assists,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,otLosses,penaltyMinutes,points,savePct,saves,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
Saskatoon,CAN,1990-05-05,SK,161,6,2009,Darcy Kuemper,77,N,Kuemper,CAN,8475311,L,215,20162017,1,18,17,0,55,3.1338,5,3,4,1,0.90213,507,562,0,MIN,NA,63182,8
Jihlava,CZE,1992-08-19,NA,NA,NA,NA,David Rittich,76,N,Rittich,CZE,8479496,L,205,20162017,0,1,0,0,1,3,0,0,0,0,0.9,9,10,0,CGY,NA,1200,0
Regina,CAN,1986-05-04,SK,14,1,2004,Devan Dubnyk,78,N,Dubnyk,CAN,8471227,L,224,20162017,0,70,68,0,151,2.22045,23,5,10,0,0.92354,1824,1975,6,MIN,NA,244815,41
Watson,CAN,1989-09-16,SK,122,5,2008,Dustin Tokarski,72,N,Tokarski,CAN,8474682,L,198,20162017,0,1,0,0,0,0,0,0,0,0,1,5,5,0,ANA,NA,587,0
Norrtalje,SWE,1988-01-05,NA,NA,NA,NA,Eddie Lack,76,N,Lack,SWE,8475663,L,187,20162017,0,20,18,0,48,2.64256,7,3,0,0,0.90243,444,492,1,CAR,NA,65391,8
Edmonton,CAN,1995-07-06,AB,59,2,2013,Eric Comrie,73,N,Comrie,CAN,8477480,L,190,20162017,0,1,1,0,4,4.04721,0,0,0,0,0.89743,35,39,0,WPG,NA,3558,1
Herning,DNK,1989-10-02,NA,87,3,2012,Frederik Andersen,76,N,Andersen,DNK,8475883,L,229,20162017,1,72,72,0,187,2.67009,20,14,16,1,0.91736,2076,2263,4,TOR,NA,252126,35
Are,SWE,1982-03-02,NA,205,7,2000,Henrik Lundqvist,73,Y,Lundqvist,SWE,8468685,L,182,20162017,1,69,67,0,177,2.64508,26,4,0,1,0.91344,1868,2045,3,NYR,NA,240900,37
Repentigny,CAN,1991-07-13,QC,95,4,2009,J-F Berube,73,N,Berube,CAN,8475234,L,177,20162017,0,14,7,0,30,3.41674,2,2,0,0,0.88929,241,271,0,NYI,NA,31609,3
Port Huron,USA,1992-01-09,MI,11,1,2010,Jack Campbell,75,N,Campbell,USA,8475789,L,200,20162017,0,1,0,0,0,0,0,0,0,0,1,5,5,0,LAK,NA,1200,0
Gavle,SWE,1990-01-31,NA,31,2,2008,Jacob Markstrom,78,N,Markstrom,SWE,8474593,L,207,20162017,0,26,23,0,62,2.62532,11,3,2,0,0.9104,630,692,0,VAN,NA,85018,10
Fredericton,CAN,1990-08-07,NB,34,2,2008,Jake Allen,74,N,Allen,CAN,8474596,L,197,20162017,1,72,71,0,160,2.34532,25,5,4,1,0.9182,1796,1956,4,STL,NA,245595,39
Morweena,CAN,1988-03-15,MB,99,4,2006,James Reimer,74,N,Reimer,CAN,8473503,L,200,20162017,0,43,39,0,98,2.52948,16,5,2,0,0.9198,1124,1222,3,FLA,NA,139475,18
Perth,CAN,1991-11-05,ON,NA,NA,NA,Jared Coreau,77,N,Coreau,CAN,8477225,L,214,20162017,0,14,14,0,41,3.45667,4,3,0,0,0.88674,321,362,2,DET,NA,42700,5
Bratislava,SVK,1985-05-13,NA,271,9,2003,Jaroslav Halak,71,N,Halak,SVK,8470860,L,189,20162017,1,28,26,0,75,2.80289,9,5,0,1,0.91525,810,885,2,NYI,NA,96329,12
Detroit,USA,1987-06-09,MI,74,3,2006,Jeff Zatkoff,74,N,Zatkoff,USA,8473553,L,186,20162017,0,13,8,0,27,2.94331,7,1,0,0,0.87892,196,223,0,LAK,NA,33024,2
Dearborn,USA,1989-04-13,MI,54,2,2007,Jeremy Smith,72,N,Smith,USA,8474092,L,177,20162017,0,10,8,0,32,3.53775,6,1,0,0,0.88811,254,286,0,COL,NA,32563,1
Stockholm,SWE,1988-06-25,NA,46,2,2006,Jhonas Enroth,70,N,Enroth,SWE,8473523,L,175,20162017,0,6,4,0,18,3.93538,3,1,0,0,0.87234,123,141,0,TOR,NA,16466,0
Syracuse,USA,1984-03-26,NY,64,2,2003,Jimmy Howard,73,N,Howard,USA,8470657,L,218,20162017,0,26,24,0,49,2.10493,11,1,2,0,0.9274,626,675,1,DET,NA,83803,10
Pittsburgh,USA,1993-07-14,PA,39,2,2011,John Gibson,74,N,Gibson,USA,8476434,L,214,20162017,1,68,65,0,147,2.30343,21,9,4,1,0.92275,1756,1903,6,ANA,NA,229744,34
Concord,USA,1994-01-22,NH,75,3,2012,Jon Gillies,78,N,Gillies,USA,8476903,L,223,20162017,0,1,1,0,1,1,0,0,0,0,0.96428,27,28,0,CGY,NA,3600,1
Danderyd,SWE,1984-10-24,NA,NA,NA,NA,Jonas Gustavsson,76,N,Gustavsson,SWE,8475361,L,201,20162017,0,7,5,0,17,3.10061,3,1,0,0,0.87769,122,139,0,EDM,NA,19738,1
Laval,CAN,1988-08-07,QC,11,1,2006,Jonathan Bernier,72,N,Bernier,CAN,8473541,L,185,20162017,0,43,34,0,93,2.56461,9,4,4,0,0.91234,968,1061,2,ANA,NA,130546,22
Milford,USA,1986-01-21,CT,72,3,2005,Jonathan Quick,73,N,Quick,USA,8471734,L,220,20162017,0,17,17,0,35,2.25576,5,2,2,0,0.91686,386,421,2,LAK,NA,55857,8
Pori,FIN,1994-04-28,NA,62,3,2012,Joonas Korpisalo,75,N,Korpisalo,FIN,8476914,L,199,20162017,0,14,13,0,38,2.88418,5,1,0,0,0.90523,363,401,1,CBJ,NA,47431,7
Boston,USA,1979-01-30,MA,NA,NA,NA,Jorge Alves,69,N,Alves,USA,8479115,L,185,20162017,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,CAR,NA,8,0
Blyth,CAN,1986-08-30,ON,38,2,2004,Justin Peters,73,N,Peters,CAN,8471251,L,210,20162017,0,3,1,0,7,3.15987,1,0,0,0,0.9,63,70,0,ARI,NA,7975,0
Forssa,FIN,1995-04-19,NA,99,4,2013,Juuse Saros,71,N,Saros,FIN,8477424,L,180,20162017,1,23,19,0,50,2.38767,8,3,0,1,0.92076,581,631,1,NSH,NA,75387,10
Helsinki,FIN,1983-11-16,NA,2,1,2002,Kari Lehtonen,76,N,Lehtonen,FIN,8470140,L,209,20162017,1,59,52,0,151,2.85161,25,7,4,1,0.90232,1395,1546,3,DAL,NA,190629,22
Farmingville,USA,1989-07-04,NY,NA,NA,NA,Keith Kinkaid,74,N,Kinkaid,USA,8476234,L,195,20162017,1,26,23,0,65,2.64212,13,3,0,1,0.91645,713,778,1,NJD,NA,88565,8
Aizkraukle,LVA,1992-07-31,NA,124,5,2013,Kristers Gudlevskis,75,N,Gudlevskis,LVA,8477356,L,214,20162017,0,1,0,0,0,0,0,0,0,0,1,3,3,0,TBL,NA,687,0
Port Alberni,CAN,1993-03-23,BC,164,6,2011,Laurent Brossoit,75,N,Brossoit,CAN,8476316,L,203,20162017,0,9,4,0,13,2.16917,1,0,0,0,0.91925,148,161,0,EDM,NA,21575,4
Lugnvik,SWE,1993-07-31,NA,163,6,2012,Linus Ullmark,76,N,Ullmark,SWE,8476999,L,215,20162017,0,1,1,0,3,3.06469,1,0,0,0,0.91666,33,36,0,BUF,NA,3524,0
St-Hyacinthe,CAN,1992-03-06,QC,138,5,2010,Louis Domingue,75,N,Domingue,CAN,8475839,R,207,20162017,0,31,26,0,82,3.07753,15,1,0,0,0.90765,806,888,0,ARI,NA,95921,11
Uppsala,SWE,1991-04-04,NA,38,2,2011,Magnus Hellberg,78,N,Hellberg,SWE,8476433,L,206,20162017,0,2,1,0,2,1.52833,0,0,0,0,0.92857,26,28,0,NYR,NA,4711,1
Toronto,CAN,1993-12-21,ON,24,1,2012,Malcolm Subban,74,N,Subban,CAN,8476876,L,215,20162017,0,1,1,0,3,5.88235,1,0,0,0,0.8125,13,16,0,BOS,NA,1836,0
Sorel,CAN,1984-11-28,QC,1,1,2003,Marc-Andre Fleury,74,N,Fleury,CAN,8470594,L,185,20162017,0,53,49,0,144,2.88792,16,7,6,0,0.91382,1527,1671,3,PIT,NA,179506,27
Moravska Trebova,CZE,1994-07-22,NA,184,7,2012,Marek Langhamer,74,N,Langhamer,CZE,8476986,L,190,20162017,0,1,0,0,1,3.8668,0,0,0,0,0.875,7,8,0,ARI,NA,931,0
Pisek,CZE,1991-07-18,NA,179,6,2012,Marek Mazanec,76,N,Mazanec,CZE,8476992,R,202,20162017,1,4,2,0,14,4.73017,2,0,0,1,0.83908,73,87,0,NSH,NA,10655,0
North Vancouver,CAN,1990-01-10,BC,NA,NA,NA,Martin Jones,77,N,Jones,CAN,8474889,L,203,20162017,0,71,71,0,163,2.34118,27,6,0,0,0.91389,1730,1893,3,SJS,NA,250642,37
Thunder Bay,CAN,1994-05-25,ON,83,3,2012,Matt Murray,77,N,Murray,CAN,8476899,L,220,20162017,2,60,57,0,130,2.27092,13,4,0,2,0.92584,1623,1753,7,PIT,NA,206083,39
Barrie,CAN,1990-03-02,ON,77,3,2008,Michael Hutchinson,75,N,Hutchinson,CAN,8474636,R,201,20162017,0,28,20,0,67,2.91656,12,3,0,0,0.90289,623,690,1,WPG,NA,82700,9
Petrolia,CAN,1981-05-19,ON,165,6,1999,Michael Leighton,75,N,Leighton,CAN,8468038,L,186,20162017,1,4,3,0,12,3.42395,2,0,0,1,0.86956,80,92,0,CAR,NA,12617,2
Ústí nad Labem,CZE,1988-03-23,NA,34,2,2006,Michal Neuvirth,73,N,Neuvirth,CZE,8473607,L,209,20162017,0,28,24,0,64,2.816,11,1,2,0,0.89078,522,586,0,PHI,NA,81818,11
Holliston,USA,1990-04-27,MA,NA,NA,NA,Mike Condon,74,N,Condon,USA,8477237,L,196,20162017,0,41,38,0,96,2.47804,14,6,4,0,0.91443,1026,1122,5,"PIT,OTT",NA,139465,19
Holliston,USA,1990-04-27,MA,NA,NA,NA,Mike Condon,74,N,Condon,USA,8477237,L,196,20162017,0,2,0,0,4,3.91623,0,NA,0,0,0.875,28,32,0,OTT,NA,3677,0
Kingston,CAN,1982-03-22,ON,161,5,2001,Mike Smith,77,N,Smith,CAN,8469608,L,220,20162017,0,55,55,0,156,2.92305,26,9,14,0,0.91423,1663,1819,3,ARI,NA,192128,19
Kladno,CZE,1987-08-31,NA,41,2,2005,Ondrej Pavelec,75,N,Pavelec,CZE,8471715,L,212,20162017,0,8,8,0,26,3.54948,4,0,0,0,0.88841,207,233,0,WPG,NA,26370,4
Kempele,FIN,1982-11-03,NA,258,8,2004,Pekka Rinne,77,N,Rinne,FIN,8471469,L,217,20162017,3,83,83,0,186,2.29794,27,9,4,3,0.92105,2170,2356,5,NSH,NA,291391,45
Banská Bystrica,SVK,1982-09-18,NA,63,2,2001,Peter Budaj,73,N,Budaj,SVK,8469514,L,196,20162017,1,60,55,0,120,2.17636,21,3,0,1,0.91513,1294,1414,7,"LAK,TBL",NA,198496,30
Ostrava,CZE,1992-02-14,NA,141,5,2010,Petr Mrazek,74,N,Mrazek,CZE,8475852,L,188,20162017,0,50,44,0,145,3.0446,21,9,2,0,0.90082,1317,1462,1,DET,NA,171451,18
North Pole,USA,1992-01-18,AK,NA,NA,NA,Pheonix Copley,76,N,Copley,USA,8477831,L,205,20162017,0,1,1,0,5,5.09049,1,0,0,0,0.82758,24,29,0,STL,NA,3536,0
Rosenheim,DEU,1991-11-25,NA,112,4,2010,Philipp Grubauer,73,N,Grubauer,DEU,8475831,L,188,20162017,0,25,19,0,45,2.10422,6,2,0,0,0.92424,549,594,3,WSH,NA,76988,13
Bülach,CHE,1987-01-03,NA,106,4,2006,Reto Berra,76,N,Berra,CHE,8473499,L,218,20162017,0,7,4,0,18,3.44919,5,0,0,0,0.87586,127,145,0,FLA,NA,18787,0
Salt Lake City,USA,1987-07-25,UT,120,4,2006,Richard Bachman,70,N,Bachman,USA,8473614,L,183,20162017,0,5,5,0,13,2.64242,3,0,0,0,0.91975,149,162,0,VAN,NA,17711,2
Montréal,CAN,1979-04-04,QC,4,1,1997,Roberto Luongo,75,Y,Luongo,CAN,8466141,L,215,20162017,1,40,39,0,104,2.68137,15,6,4,1,0.91454,1113,1217,1,FLA,NA,139630,17
Gothenburg,SWE,1991-07-24,NA,46,2,2009,Robin Lehner,76,N,Lehner,SWE,8475215,L,250,20162017,1,59,58,0,152,2.67804,26,8,6,1,0.92041,1758,1910,2,BUF,NA,204328,23
East Lansing,USA,1980-07-17,MI,138,5,1999,Ryan Miller,74,N,Miller,USA,8468011,L,170,20162017,1,54,54,0,150,2.80212,29,6,22,1,0.91364,1587,1737,3,VAN,NA,192711,18
Newport News,USA,1988-12-22,VA,153,6,2007,Scott Darling,77,N,Darling,USA,8474152,L,226,20162017,0,32,27,0,67,2.38069,5,5,0,0,0.9236,810,877,2,CHI,NA,101315,18
Samara,RUS,1988-04-27,NA,23,1,2006,Semyon Varlamov,74,N,Varlamov,RUS,8473575,L,201,20162017,1,24,23,0,76,3.38333,17,0,0,1,0.89798,669,745,1,COL,NA,80867,6
Novokuznetsk,RUS,1988-09-20,NA,NA,NA,NA,Sergei Bobrovsky,74,N,Bobrovsky,RUS,8475683,L,180,20162017,0,68,68,0,147,2.19603,21,5,8,0,0.92737,1877,2024,7,CBJ,NA,240980,42
Oakville,CAN,1995-06-08,ON,63,3,2013,Spencer Martin,75,N,Martin,CAN,8477484,L,191,20162017,0,3,3,0,13,4.34701,2,1,0,0,0.86458,83,96,0,COL,NA,10766,0
Oakville,CAN,1988-05-29,ON,69,3,2006,Steve Mason,76,N,Mason,CAN,8473461,R,210,20162017,1,58,54,0,143,2.66078,21,8,0,1,0.90809,1413,1556,3,PHI,NA,193477,26
Fussen,DEU,1986-01-29,NA,94,3,2004,Thomas Greiss,74,N,Greiss,DEU,8471306,L,219,20162017,1,51,49,0,126,2.68725,18,5,0,1,0.91328,1327,1453,3,NYI,NA,168797,26
Surrey,CAN,1995-04-29,BC,44,2,2013,Tristan Jarry,74,N,Jarry,CAN,8477465,L,195,20162017,0,1,1,0,3,3.06382,1,0,0,0,0.88,22,25,0,PIT,NA,3525,0
Savonlinna,FIN,1987-03-10,NA,21,1,2005,Tuukka Rask,75,N,Rask,FIN,8471695,L,176,20162017,2,71,70,0,152,2.23423,24,5,0,2,0.91541,1645,1797,8,BOS,NA,244916,39
Grand Forks,USA,1992-08-20,ND,165,6,2010,Zane McIntyre,74,N,McIntyre,USA,8475876,L,206,20162017,0,8,3,0,22,3.96853,4,1,0,0,0.85806,133,155,0,BOS,NA,19957,0
Airdrie,CAN,1989-05-04,AB,NA,NA,NA,Aaron Dell,72,N,Dell,CAN,8477180,L,213,20172018,1,31,22,0,69,2.63898,5,4,0,1,0.91407,734,803,2,SJS,NA,94127,15
South St. Paul,USA,1992-11-26,MN,178,6,2011,Adam Wilcox,72,N,Wilcox,USA,8476330,L,189,20172018,0,1,0,0,0,0,1,0,0,0,1,14,14,0,BUF,NA,2319,0
Comox,CAN,1996-05-11,BC,76,3,2015,Adin Hill,76,N,Hill,CAN,8478499,L,215,20172018,0,4,4,0,14,3.48909,3,0,0,0,0.89147,115,129,0,ARI,NA,14445,1
Chicago,USA,1985-02-13,IL,6,1,2004,Al Montoya,74,N,Montoya,USA,8471219,L,200,20172018,2,13,8,0,37,3.20932,3,2,0,2,0.89306,309,346,0,"MTL,EDM",NA,41504,4
Baudette,USA,1992-12-09,MN,NA,NA,NA,Alex Lyon,73,N,Lyon,USA,8479312,L,196,20172018,0,11,7,0,22,2.75114,2,1,0,0,0.90517,210,232,0,PHI,NA,28788,4
Saint Paul,USA,1987-07-28,MN,112,4,2005,Alex Stalock,71,N,Stalock,USA,8471774,L,170,20172018,0,29,23,0,72,2.79922,10,4,0,0,0.91033,731,803,1,MIN,NA,92597,10
Ruse,BGR,1996-02-10,NA,NA,NA,NA,Alexandar Georgiev,73,N,Georgiev,RUS,8480382,L,178,20172018,0,10,9,0,27,3.14705,4,1,0,0,0.91842,304,331,0,NYR,NA,30886,4
Lulea,SWE,1990-03-19,NA,62,3,2009,Anders Nilsson,78,N,Nilsson,SWE,8475195,L,232,20172018,1,27,24,0,84,3.44336,14,4,0,1,0.90117,766,850,2,VAN,NA,87821,7
Tyumen,RUS,1994-07-25,NA,19,1,2012,Andrei Vasilevskiy,76,N,Vasilevskiy,RUS,8476883,L,228,20172018,2,82,81,0,210,2.61175,23,3,16,2,0.91919,2389,2599,8,TBL,NA,289460,55
Surrey,CAN,1988-02-11,BC,NA,NA,NA,Andrew Hammond,74,N,Hammond,CAN,8477202,L,215,20172018,0,4,3,0,8,2.45085,2,0,0,0,0.93495,115,123,0,COL,NA,11751,1
Härnösand,SWE,1992-11-27,NA,188,7,2011,Anton Forsberg,75,N,Forsberg,SWE,8476341,L,198,20172018,1,35,30,0,85,2.97413,16,4,0,1,0.9077,836,921,0,CHI,NA,102887,10
Ust-Kamenogorsk,KAZ,1986-05-07,NA,206,7,2004,Anton Khudobin,71,N,Khudobin,RUS,8471418,L,210,20172018,2,32,29,0,76,2.52305,6,7,2,2,0.91402,808,884,1,BOS,NA,108440,16
Vantaa,FIN,1983-08-29,NA,NA,NA,NA,Antti Niemi,74,N,Niemi,FIN,8474550,L,209,20172018,1,24,20,0,63,3.11598,9,4,0,1,0.91126,647,710,1,"PIT,FLA,MTL",NA,72786,7
Rauma,FIN,1989-05-12,NA,NA,NA,NA,Antti Raanta,72,N,Raanta,FIN,8477293,L,195,20172018,0,47,46,0,97,2.23922,17,6,0,0,0.93011,1291,1388,3,ARI,NA,155947,21
Denver,USA,1986-11-21,CO,85,3,2005,Ben Bishop,79,N,Bishop,USA,8471750,L,210,20172018,1,53,51,0,120,2.49408,17,5,4,1,0.91649,1317,1437,5,DAL,NA,173210,26
Lloydminster,CAN,1989-09-16,SK,93,4,2008,Braden Holtby,73,N,Holtby,CAN,8474651,L,215,20172018,1,77,76,0,203,2.73489,23,4,4,1,0.91123,2084,2287,2,WSH,NA,267213,50
Traverse City,USA,1996-03-29,MI,59,2,2014,Brandon Halverson,77,N,Halverson,USA,8477990,L,235,20172018,0,1,0,0,1,4.78087,0,0,0,0,0.83333,5,6,0,NYR,NA,753,0
Newmarket,CAN,1985-04-09,ON,291,9,2003,Brian Elliott,74,N,Elliott,CAN,8470880,L,221,20172018,1,47,46,0,126,2.80095,14,7,2,1,0.9049,1199,1325,1,PHI,NA,161945,24
Moncton,CAN,1992-04-15,NB,49,2,2010,Calvin Pickard,73,N,Pickard,CAN,8475717,L,206,20172018,0,1,1,0,4,3.83488,0,1,0,0,0.85714,24,28,0,TOR,NA,3755,0
Caledonia,CAN,1987-07-05,ON,NA,NA,NA,Cam Talbot,76,N,Talbot,CAN,8475660,L,200,20172018,1,67,67,0,188,3.02404,31,3,8,1,0.90766,1848,2036,1,EDM,NA,223806,31
Saskatoon,CAN,1984-02-29,SK,25,1,2002,Cam Ward,73,N,Ward,CAN,8470320,L,194,20172018,0,43,42,0,112,2.73244,14,4,14,0,0.90564,1075,1187,2,CAR,NA,147560,23
Anahim Lake,CAN,1987-08-16,BC,5,1,2005,Carey Price,75,N,Price,CAN,8471679,L,217,20172018,0,49,48,0,148,3.11075,26,7,0,0,0.90047,1339,1487,1,MTL,NA,171277,16
Thunder Bay,CAN,1985-12-19,ON,NA,NA,NA,Carter Hutton,72,N,Hutton,CAN,8475622,L,211,20172018,0,32,26,0,56,2.08756,7,3,2,0,0.93086,754,810,3,STL,NA,96572,17
Rochester,USA,1991-08-13,NH,NA,NA,NA,Casey DeSmith,72,N,DeSmith,USA,8479193,L,180,20172018,0,14,11,0,28,2.39948,4,1,2,0,0.92134,328,356,1,PIT,NA,42009,6
Saskatoon,CAN,1986-06-10,SK,125,5,2006,Chad Johnson,75,N,Johnson,CAN,8473434,L,197,20172018,0,36,29,0,105,3.55223,16,3,0,0,0.89085,857,962,0,BUF,NA,106412,10
Lakeville,USA,1993-12-18,MN,NA,NA,NA,Charlie Lindgren,74,N,Lindgren,USA,8479292,R,190,20172018,0,14,14,0,42,3.02533,8,2,2,0,0.90809,415,457,2,MTL,NA,49978,4
Karkkila,FIN,1992-12-27,NA,49,2,2011,Christopher Gibson,74,N,Gibson,FIN,8476444,L,217,20172018,0,8,8,0,26,3.65453,3,2,0,0,0.90845,258,284,0,NYI,NA,25612,2
Rancho Cucamonga,USA,1994-06-20,CA,NA,NA,NA,Collin Delia,74,N,Delia,USA,8480420,L,208,20172018,0,2,2,0,7,3.96288,1,0,2,0,0.88888,56,63,0,CHI,NA,6359,1
Commerce,USA,1993-05-19,MI,130,5,2012,Connor Hellebuyck,76,N,Hellebuyck,USA,8476945,L,207,20172018,2,84,81,0,196,2.36096,19,9,2,2,0.9234,2363,2559,8,WPG,NA,298861,53
Montréal,CAN,1984-12-31,QC,52,2,2003,Corey Crawford,74,N,Crawford,CAN,8470645,L,216,20172018,0,28,27,0,60,2.27344,9,2,0,0,0.92874,782,842,2,CHI,NA,95010,16
Marblehead,USA,1986-03-18,MA,26,1,2004,Cory Schneider,75,N,Schneider,USA,8471239,L,214,20172018,1,44,43,0,120,2.84141,18,6,0,1,0.91091,1227,1347,1,NJD,NA,152037,18
Park Ridge,USA,1981-05-21,IL,73,3,2001,Craig Anderson,74,N,Anderson,USA,8467950,L,187,20172018,0,58,55,0,180,3.32253,25,6,2,0,0.89819,1588,1768,2,OTT,NA,195032,23
London,CAN,1983-05-23,ON,176,6,2002,Curtis McElhinney,73,N,McElhinney,CAN,8470147,L,210,20172018,1,19,15,0,39,2.27962,6,1,0,1,0.92921,512,551,3,TOR,NA,61589,11
Plymouth,GBR,1986-04-28,NA,221,7,2004,Daniel Taylor,72,N,Taylor,GBR,8471433,L,198,20172018,0,1,1,0,4,4.10373,1,0,0,0,0.88235,30,34,0,OTT,NA,3509,0
Saskatoon,CAN,1990-05-05,SK,161,6,2009,Darcy Kuemper,77,N,Kuemper,CAN,8475311,L,215,20172018,1,29,25,0,67,2.51898,7,5,0,1,0.91956,766,833,4,"LAK,ARI",NA,95753,12
Jihlava,CZE,1992-08-19,NA,NA,NA,NA,David Rittich,76,N,Rittich,CZE,8479496,L,205,20172018,0,21,16,0,49,2.91599,6,3,14,0,0.90429,463,512,0,CGY,NA,60494,8
Regina,CAN,1986-05-04,SK,14,1,2004,Devan Dubnyk,78,N,Dubnyk,CAN,8471227,L,224,20172018,3,65,64,0,159,2.57959,20,7,12,3,0.91723,1762,1921,5,MIN,NA,221895,36
Lantzville,CAN,1998-09-20,BC,194,7,2017,Dylan Ferguson,74,N,Ferguson,CAN,8480263,L,194,20172018,0,1,0,0,1,6.49819,0,0,0,0,0.5,1,2,0,VGK,NA,554,0
Norrtalje,SWE,1988-01-05,NA,NA,NA,NA,Eddie Lack,76,N,Lack,SWE,8475663,L,187,20172018,0,8,5,0,23,4.0161,4,0,0,0,0.87005,154,177,0,"CGY,NJD",NA,20617,2
Edmonton,CAN,1995-07-06,AB,59,2,2013,Eric Comrie,73,N,Comrie,CAN,8477480,L,190,20172018,0,3,3,0,12,3.99334,2,0,0,0,0.87234,82,94,0,WPG,NA,10818,1
Herning,DNK,1989-10-02,NA,87,3,2012,Frederik Andersen,76,N,Andersen,DNK,8475883,L,229,20172018,1,73,73,0,205,2.89018,24,5,2,1,0.9157,2227,2432,5,TOR,NA,255347,41
Toijala,FIN,1989-12-29,NA,106,4,2008,Harri Sateri,73,N,Sateri,FIN,8474667,L,205,20172018,0,9,7,0,24,2.92326,4,0,0,0,0.91143,247,271,0,FLA,NA,29556,4
Are,SWE,1982-03-02,NA,205,7,2000,Henrik Lundqvist,73,Y,Lundqvist,SWE,8468685,L,182,20172018,1,63,61,0,174,2.98069,26,7,0,1,0.91453,1862,2036,2,NYR,NA,210152,26
Repentigny,CAN,1991-07-13,QC,95,4,2009,J-F Berube,73,N,Berube,CAN,8475234,L,177,20172018,0,13,10,0,42,3.77594,6,1,0,0,0.89447,356,398,0,CHI,NA,40043,3
Port Huron,USA,1992-01-09,MI,11,1,2010,Jack Campbell,75,N,Campbell,USA,8475789,L,200,20172018,0,5,4,0,11,2.47546,0,2,0,0,0.92413,134,145,0,LAK,NA,15997,2
Gavle,SWE,1990-01-31,NA,31,2,2008,Jacob Markstrom,78,N,Markstrom,SWE,8474593,L,207,20172018,3,60,57,0,154,2.70672,26,7,4,3,0.91174,1591,1745,2,VAN,NA,204823,23
Fredericton,CAN,1990-08-07,NB,34,2,2008,Jake Allen,74,N,Allen,CAN,8474596,L,197,20172018,1,59,56,0,152,2.7495,25,3,0,1,0.90582,1462,1614,1,STL,NA,199018,27
Morweena,CAN,1988-03-15,MB,99,4,2006,James Reimer,74,N,Reimer,CAN,8473503,L,200,20172018,1,44,42,0,120,2.98579,14,6,4,1,0.9126,1253,1373,4,FLA,NA,144685,22
Perth,CAN,1991-11-05,ON,NA,NA,NA,Jared Coreau,77,N,Coreau,CAN,8477225,L,214,20172018,0,7,7,0,27,4.2583,5,1,0,0,0.86699,176,203,0,DET,NA,22826,0
Bratislava,SVK,1985-05-13,NA,271,9,2003,Jaroslav Halak,71,N,Halak,SVK,8470860,L,189,20172018,0,54,49,0,161,3.19439,26,6,4,0,0.90768,1583,1744,1,NYI,NA,181443,20
Calgary,CAN,1985-11-19,AB,89,3,2004,Jeff Glass,75,N,Glass,CAN,8471301,L,206,20172018,0,15,13,0,46,3.36216,7,3,2,0,0.89823,406,452,0,CHI,NA,49254,3
Syracuse,USA,1984-03-26,NY,64,2,2003,Jimmy Howard,73,N,Howard,USA,8470657,L,218,20172018,1,60,57,0,160,2.85068,27,9,10,1,0.9096,1610,1770,1,DET,NA,202057,22
Pittsburgh,USA,1993-07-14,PA,39,2,2011,John Gibson,74,N,Gibson,USA,8476434,L,214,20172018,1,64,64,0,152,2.50205,22,7,16,1,0.92357,1837,1989,4,ANA,NA,218700,31
Concord,USA,1994-01-22,NH,75,3,2012,Jon Gillies,78,N,Gillies,USA,8476903,L,223,20172018,0,11,9,0,29,2.87635,5,1,2,0,0.89642,251,280,0,CGY,NA,36296,3
Laval,CAN,1988-08-07,QC,11,1,2006,Jonathan Bernier,72,N,Bernier,CAN,8473541,L,185,20172018,1,41,38,0,109,2.948,16,3,0,1,0.91006,1103,1212,2,COL,NA,133107,20
Milford,USA,1986-01-21,CT,72,3,2005,Jonathan Quick,73,N,Quick,USA,8471734,L,220,20172018,4,68,67,0,154,2.34011,32,3,10,4,0.92292,1844,1998,5,LAK,NA,236911,33
Pori,FIN,1994-04-28,NA,62,3,2012,Joonas Korpisalo,75,N,Korpisalo,FIN,8476914,L,199,20172018,0,18,17,0,58,3.31802,8,1,0,0,0.89716,506,564,0,CBJ,NA,62929,8
Forssa,FIN,1995-04-19,NA,99,4,2013,Juuse Saros,71,N,Saros,FIN,8477424,L,180,20172018,3,30,23,0,63,2.34734,5,7,0,3,0.92605,789,852,3,NSH,NA,96620,11
Helsinki,FIN,1983-11-16,NA,2,1,2002,Kari Lehtonen,76,N,Lehtonen,FIN,8470140,L,209,20172018,0,37,30,0,83,2.56133,14,3,4,0,0.91226,863,946,1,DAL,NA,116658,15
Farmingville,USA,1989-07-04,NY,NA,NA,NA,Keith Kinkaid,74,N,Kinkaid,USA,8476234,L,195,20172018,2,43,40,0,115,2.88775,12,3,2,2,0.90873,1145,1260,1,NJD,NA,143364,26
North Bay,CAN,1995-04-10,ON,NA,NA,NA,Kenneth Appleby,77,N,Appleby,CAN,8478965,L,216,20172018,0,3,1,0,3,1.44772,1,0,0,0,0.94545,52,55,0,NJD,NA,7460,0
